date,store_nbr,family,sales,onpromotion
2017-01-29,49,PRODUCE,10213.751,4
2017-01-29,5,PERSONAL CARE,290.0,6
2017-01-29,5,PRODUCE,1498.034,4
2017-01-29,50,PERSONAL CARE,869.0,10
2017-01-29,50,PRODUCE,3560.291,4
2017-01-29,51,PERSONAL CARE,423.0,7
2017-01-29,51,PRODUCE,6455.125,4
2017-01-29,52,PERSONAL CARE,0.0,0
2017-01-29,52,PRODUCE,0.0,0
2017-01-29,53,PERSONAL CARE,504.0,7
2017-01-29,53,PRODUCE,2998.873,3
2017-01-29,54,PERSONAL CARE,348.0,6
2017-01-29,54,PRODUCE,814.743,1
2017-01-29,6,PERSONAL CARE,677.0,6
2017-01-29,6,PRODUCE,4432.455,4
2017-01-29,7,PERSONAL CARE,424.0,6
2017-01-29,7,PRODUCE,5825.712,2
2017-01-29,8,PERSONAL CARE,575.0,8
2017-01-29,8,PRODUCE,6601.093,3
2017-01-29,9,PERSONAL CARE,651.0,8
2017-01-29,9,PRODUCE,2427.143,1
2017-01-30,1,PERSONAL CARE,179.0,3
2017-01-30,1,PRODUCE,2673.275,4
2017-01-30,10,PERSONAL CARE,162.0,0
2017-01-30,10,PRODUCE,219.23601,0
2017-01-30,11,PERSONAL CARE,333.0,10
2017-01-30,11,PRODUCE,1073.438,1
2017-01-30,12,PERSONAL CARE,208.0,8
2017-01-30,12,PRODUCE,354.685,1
2017-01-30,13,PERSONAL CARE,194.0,6
2017-01-30,13,PRODUCE,166.813,0
2017-01-30,14,PERSONAL CARE,256.0,5
2017-01-30,14,PRODUCE,396.275,1
2017-01-30,15,PERSONAL CARE,153.0,0
2017-01-30,15,PRODUCE,740.585,0
2017-01-30,16,PERSONAL CARE,92.0,5
2017-01-30,16,PRODUCE,433.846,0
2017-01-30,17,PERSONAL CARE,268.0,8
2017-01-30,17,PRODUCE,1085.316,1
2017-01-30,18,PERSONAL CARE,127.0,9
2017-01-30,18,PRODUCE,1633.773,2
2017-01-30,19,PERSONAL CARE,181.0,7
2017-01-30,19,PRODUCE,413.548,1
2017-01-30,2,PERSONAL CARE,258.0,5
2017-01-30,2,PRODUCE,2315.784,3
2017-01-30,20,PERSONAL CARE,241.0,10
2017-01-30,20,PRODUCE,683.078,2
2017-01-30,21,PERSONAL CARE,219.0,7
2017-01-30,21,PRODUCE,958.52,1
2017-01-30,22,PERSONAL CARE,137.0,6
2017-01-30,22,PRODUCE,359.928,2
2017-01-30,23,PERSONAL CARE,147.0,7
2017-01-30,23,PRODUCE,1442.221,3
2017-01-30,24,PERSONAL CARE,274.0,4
2017-01-30,24,PRODUCE,3448.097,4
2017-01-30,25,PERSONAL CARE,90.0,2
2017-01-30,25,PRODUCE,1467.358,4
2017-01-30,26,PERSONAL CARE,102.0,3
2017-01-30,26,PRODUCE,396.29102,2
2017-01-30,27,PERSONAL CARE,199.0,6
2017-01-30,27,PRODUCE,2312.484,3
2017-01-30,28,PERSONAL CARE,206.0,6
2017-01-30,28,PRODUCE,1360.851,2
2017-01-30,29,PERSONAL CARE,203.0,8
2017-01-30,29,PRODUCE,1315.184,2
2017-01-30,3,PERSONAL CARE,437.0,8
2017-01-30,3,PRODUCE,7311.891,4
2017-01-30,30,PERSONAL CARE,84.0,5
2017-01-30,30,PRODUCE,518.835,2
2017-01-30,31,PERSONAL CARE,216.0,8
2017-01-30,31,PRODUCE,924.894,1
2017-01-30,32,PERSONAL CARE,76.0,5
2017-01-30,32,PRODUCE,142.985,1
2017-01-30,33,PERSONAL CARE,134.0,6
2017-01-30,33,PRODUCE,948.337,1
2017-01-30,34,PERSONAL CARE,257.0,8
2017-01-30,34,PRODUCE,719.344,2
2017-01-30,35,PERSONAL CARE,116.0,5
2017-01-30,35,PRODUCE,379.346,0
2017-01-30,36,PERSONAL CARE,272.0,7
2017-01-30,36,PRODUCE,1127.331,2
2017-01-30,37,PERSONAL CARE,278.0,5
2017-01-30,37,PRODUCE,2527.691,3
2017-01-30,38,PERSONAL CARE,309.0,4
2017-01-30,38,PRODUCE,1823.494,4
2017-01-30,39,PERSONAL CARE,362.0,8
2017-01-30,39,PRODUCE,1783.999,2
2017-01-30,4,PERSONAL CARE,246.0,5
2017-01-30,4,PRODUCE,2187.059,4
2017-01-30,40,PERSONAL CARE,347.0,5
2017-01-30,40,PRODUCE,1279.226,2
2017-01-30,41,PERSONAL CARE,274.0,6
2017-01-30,41,PRODUCE,1851.95,3
2017-01-30,42,PERSONAL CARE,216.0,5
2017-01-30,42,PRODUCE,2393.4639,3
2017-01-30,43,PERSONAL CARE,267.0,8
2017-01-30,43,PRODUCE,1054.207,1
2017-01-30,44,PERSONAL CARE,461.0,6
2017-01-30,44,PRODUCE,7888.267,4
2017-01-30,45,PERSONAL CARE,520.0,8
2017-01-30,45,PRODUCE,5792.443,3
2017-01-30,46,PERSONAL CARE,574.0,7
2017-01-30,46,PRODUCE,2322.259,3
2017-01-30,47,PERSONAL CARE,673.0,8
2017-01-30,47,PRODUCE,5533.206,3
2017-01-30,48,PERSONAL CARE,626.0,7
2017-01-30,48,PRODUCE,1819.7891,3
2017-01-30,49,PERSONAL CARE,468.0,7
2017-01-30,49,PRODUCE,7321.357,3
2017-01-30,5,PERSONAL CARE,209.0,5
2017-01-30,5,PRODUCE,1522.926,3
2017-01-30,50,PERSONAL CARE,503.0,6
2017-01-30,50,PRODUCE,2076.914,3
2017-01-30,51,PERSONAL CARE,293.0,6
2017-01-30,51,PRODUCE,5268.367,3
2017-01-30,52,PERSONAL CARE,0.0,0
2017-01-30,52,PRODUCE,0.0,0
2017-01-30,53,PERSONAL CARE,234.0,6
2017-01-30,53,PRODUCE,1677.606,3
2017-01-30,54,PERSONAL CARE,201.0,8
2017-01-30,54,PRODUCE,514.344,0
2017-01-30,6,PERSONAL CARE,322.0,5
2017-01-30,6,PRODUCE,2135.449,4
2017-01-30,7,PERSONAL CARE,263.0,5
2017-01-30,7,PRODUCE,6038.981,3
2017-01-30,8,PERSONAL CARE,330.0,7
2017-01-30,8,PRODUCE,3758.18,2
2017-01-30,9,PERSONAL CARE,381.0,9
2017-01-30,9,PRODUCE,1406.04,1
2017-01-31,1,PERSONAL CARE,136.0,3
2017-01-31,1,PRODUCE,2271.179,4
2017-01-31,10,PERSONAL CARE,216.0,7
2017-01-31,10,PRODUCE,304.512,64
2017-01-31,11,PERSONAL CARE,403.0,10
2017-01-31,11,PRODUCE,2080.493,138
2017-01-31,12,PERSONAL CARE,219.0,7
2017-01-31,12,PRODUCE,439.336,82
2017-01-31,13,PERSONAL CARE,264.0,5
2017-01-31,13,PRODUCE,196.061,41
2017-01-31,14,PERSONAL CARE,344.0,7
2017-01-31,14,PRODUCE,592.584,85
2017-01-31,15,PERSONAL CARE,204.0,6
2017-01-31,15,PRODUCE,1292.235,109
2017-01-31,16,PERSONAL CARE,165.0,6
2017-01-31,16,PRODUCE,1012.657,85
2017-01-31,17,PERSONAL CARE,378.0,8
2017-01-31,17,PRODUCE,2467.135,126
2017-01-31,18,PERSONAL CARE,176.0,7
2017-01-31,18,PRODUCE,3509.528,160
2017-01-31,19,PERSONAL CARE,197.0,7
2017-01-31,19,PRODUCE,664.869,75
2017-01-31,2,PERSONAL CARE,308.0,6
2017-01-31,2,PRODUCE,2600.829,2
2017-01-31,20,PERSONAL CARE,387.0,9
2017-01-31,20,PRODUCE,1665.586,127
2017-01-31,21,PERSONAL CARE,261.0,7
2017-01-31,21,PRODUCE,2139.914,115
2017-01-31,22,PERSONAL CARE,137.0,6
2017-01-31,22,PRODUCE,571.343,93
2017-01-31,23,PERSONAL CARE,128.0,6
2017-01-31,23,PRODUCE,1388.35,3
2017-01-31,24,PERSONAL CARE,354.0,4
2017-01-31,24,PRODUCE,3689.004,3
2017-01-31,25,PERSONAL CARE,96.0,5
2017-01-31,25,PRODUCE,1287.921,4
2017-01-31,26,PERSONAL CARE,175.0,5
2017-01-31,26,PRODUCE,472.434,2
2017-01-31,27,PERSONAL CARE,277.0,7
2017-01-31,27,PRODUCE,2605.369,3
2017-01-31,28,PERSONAL CARE,733.0,6
2017-01-31,28,PRODUCE,4231.601,128
2017-01-31,29,PERSONAL CARE,335.0,8
2017-01-31,29,PRODUCE,3037.5989,144
2017-01-31,3,PERSONAL CARE,516.0,9
2017-01-31,3,PRODUCE,7104.629,4
2017-01-31,30,PERSONAL CARE,151.0,7
2017-01-31,30,PRODUCE,1498.938,88
2017-01-31,31,PERSONAL CARE,404.0,9
2017-01-31,31,PRODUCE,2795.121,125
2017-01-31,32,PERSONAL CARE,123.0,5
2017-01-31,32,PRODUCE,393.159,68
2017-01-31,33,PERSONAL CARE,236.0,6
2017-01-31,33,PRODUCE,2187.368,107
2017-01-31,34,PERSONAL CARE,382.0,9
2017-01-31,34,PRODUCE,1465.525,130
2017-01-31,35,PERSONAL CARE,129.0,5
2017-01-31,35,PRODUCE,767.883,80
2017-01-31,36,PERSONAL CARE,315.0,8
2017-01-31,36,PRODUCE,2885.675,143
2017-01-31,37,PERSONAL CARE,272.0,6
2017-01-31,37,PRODUCE,2797.463,3
2017-01-31,38,PERSONAL CARE,358.0,9
2017-01-31,38,PRODUCE,1496.765,3
2017-01-31,39,PERSONAL CARE,313.0,9
2017-01-31,39,PRODUCE,3224.299,159
2017-01-31,4,PERSONAL CARE,284.0,7
2017-01-31,4,PRODUCE,2078.776,3
2017-01-31,40,PERSONAL CARE,447.0,7
2017-01-31,40,PRODUCE,2339.122,119
2017-01-31,41,PERSONAL CARE,288.0,5
2017-01-31,41,PRODUCE,1686.774,3
2017-01-31,42,PERSONAL CARE,243.0,5
2017-01-31,42,PRODUCE,2255.58,3
2017-01-31,43,PERSONAL CARE,395.0,8
2017-01-31,43,PRODUCE,2293.0,139
2017-01-31,44,PERSONAL CARE,951.0,11
2017-01-31,44,PRODUCE,8281.24,4
2017-01-31,45,PERSONAL CARE,719.0,7
2017-01-31,45,PRODUCE,5533.341,3
2017-01-31,46,PERSONAL CARE,763.0,8
2017-01-31,46,PRODUCE,2304.047,3
2017-01-31,47,PERSONAL CARE,762.0,7
2017-01-31,47,PRODUCE,4982.699,3
2017-01-31,48,PERSONAL CARE,784.0,11
2017-01-31,48,PRODUCE,1745.403,3
2017-01-31,49,PERSONAL CARE,421.0,7
2017-01-31,49,PRODUCE,6830.417,3
2017-01-31,5,PERSONAL CARE,308.0,6
2017-01-31,5,PRODUCE,1548.207,3
2017-01-31,50,PERSONAL CARE,524.0,9
2017-01-31,50,PRODUCE,1886.856,3
2017-01-31,51,PERSONAL CARE,350.0,6
2017-01-31,51,PRODUCE,4849.779,3
2017-01-31,52,PERSONAL CARE,0.0,0
2017-01-31,52,PRODUCE,0.0,0
2017-01-31,53,PERSONAL CARE,265.0,6
2017-01-31,53,PRODUCE,1825.94,3
2017-01-31,54,PERSONAL CARE,221.0,7
2017-01-31,54,PRODUCE,945.097,65
2017-01-31,6,PERSONAL CARE,385.0,6
2017-01-31,6,PRODUCE,1914.562,3
2017-01-31,7,PERSONAL CARE,226.0,6
2017-01-31,7,PRODUCE,4993.255,4
2017-01-31,8,PERSONAL CARE,324.0,7
2017-01-31,8,PRODUCE,4105.989,2
2017-01-31,9,PERSONAL CARE,518.0,9
2017-01-31,9,PRODUCE,2593.52,147
2017-02-01,1,PERSONAL CARE,231.0,6
2017-02-01,1,PRODUCE,4540.839,223
2017-02-01,10,PERSONAL CARE,221.0,8
2017-02-01,10,PRODUCE,203.297,1
2017-02-01,11,PERSONAL CARE,538.0,9
2017-02-01,11,PRODUCE,1173.536,2
2017-02-01,12,PERSONAL CARE,259.0,9
2017-02-01,12,PRODUCE,337.792,2
2017-02-01,13,PERSONAL CARE,204.0,5
2017-02-01,13,PRODUCE,243.621,2
2017-02-01,14,PERSONAL CARE,422.0,8
2017-02-01,14,PRODUCE,385.374,3
2017-02-01,15,PERSONAL CARE,269.0,9
2017-02-01,15,PRODUCE,615.109,3
2017-02-01,16,PERSONAL CARE,192.0,8
2017-02-01,16,PRODUCE,552.175,2
2017-02-01,17,PERSONAL CARE,396.0,10
2017-02-01,17,PRODUCE,1439.712,2
2017-02-01,18,PERSONAL CARE,189.0,9
2017-02-01,18,PRODUCE,1581.559,3
2017-02-01,19,PERSONAL CARE,356.0,8
2017-02-01,19,PRODUCE,344.162,2
2017-02-01,2,PERSONAL CARE,355.0,8
2017-02-01,2,PRODUCE,4421.271,230
2017-02-01,20,PERSONAL CARE,426.0,9
2017-02-01,20,PRODUCE,1024.709,2
2017-02-01,21,PERSONAL CARE,360.0,10
2017-02-01,21,PRODUCE,1228.832,3
2017-02-01,22,PERSONAL CARE,183.0,8
2017-02-01,22,PRODUCE,474.231,2
2017-02-01,23,PERSONAL CARE,169.0,7
2017-02-01,23,PRODUCE,1767.584,200
2017-02-01,24,PERSONAL CARE,598.0,7
2017-02-01,24,PRODUCE,6401.588,214
2017-02-01,25,PERSONAL CARE,167.0,4
2017-02-01,25,PRODUCE,2676.012,159
2017-02-01,26,PERSONAL CARE,268.0,4
2017-02-01,26,PRODUCE,1546.494,132
2017-02-01,27,PERSONAL CARE,329.0,8
2017-02-01,27,PRODUCE,4919.374,216
2017-02-01,28,PERSONAL CARE,410.0,6
2017-02-01,28,PRODUCE,1815.508,3
2017-02-01,29,PERSONAL CARE,375.0,9
2017-02-01,29,PRODUCE,1198.036,3
2017-02-01,3,PERSONAL CARE,1188.0,13
2017-02-01,3,PRODUCE,12831.72,226
2017-02-01,30,PERSONAL CARE,118.0,6
2017-02-01,30,PRODUCE,485.645,3
2017-02-01,31,PERSONAL CARE,477.0,11
2017-02-01,31,PRODUCE,1083.033,2
2017-02-01,32,PERSONAL CARE,103.0,6
2017-02-01,32,PRODUCE,152.418,2
2017-02-01,33,PERSONAL CARE,348.0,7
2017-02-01,33,PRODUCE,1452.248,2
2017-02-01,34,PERSONAL CARE,423.0,10
2017-02-01,34,PRODUCE,896.463,3
2017-02-01,35,PERSONAL CARE,192.0,8
2017-02-01,35,PRODUCE,411.526,2
2017-02-01,36,PERSONAL CARE,426.0,9
2017-02-01,36,PRODUCE,1336.166,3
2017-02-01,37,PERSONAL CARE,562.0,11
2017-02-01,37,PRODUCE,5352.735,217
2017-02-01,38,PERSONAL CARE,606.0,9
2017-02-01,38,PRODUCE,3705.836,195
2017-02-01,39,PERSONAL CARE,463.0,7
2017-02-01,39,PRODUCE,1564.0859,3
2017-02-01,4,PERSONAL CARE,323.0,8
2017-02-01,4,PRODUCE,4348.196,197
2017-02-01,40,PERSONAL CARE,446.0,8
2017-02-01,40,PRODUCE,1103.607,3
2017-02-01,41,PERSONAL CARE,380.0,9
2017-02-01,41,PRODUCE,3116.57,192
2017-02-01,42,PERSONAL CARE,342.0,10
2017-02-01,42,PRODUCE,4405.034,213
2017-02-01,43,PERSONAL CARE,400.0,8
2017-02-01,43,PRODUCE,1209.611,3
2017-02-01,44,PERSONAL CARE,799.0,11
2017-02-01,44,PRODUCE,16669.914,234
2017-02-01,45,PERSONAL CARE,1020.0,11
2017-02-01,45,PRODUCE,10684.707,235
2017-02-01,46,PERSONAL CARE,942.0,10
2017-02-01,46,PRODUCE,4204.254,224
2017-02-01,47,PERSONAL CARE,948.0,9
2017-02-01,47,PRODUCE,9328.811,218
2017-02-01,48,PERSONAL CARE,1079.0,11
2017-02-01,48,PRODUCE,2552.926,192
2017-02-01,49,PERSONAL CARE,631.0,10
2017-02-01,49,PRODUCE,13149.548,245
2017-02-01,5,PERSONAL CARE,466.0,10
2017-02-01,5,PRODUCE,2426.252,175
2017-02-01,50,PERSONAL CARE,621.0,9
2017-02-01,50,PRODUCE,3025.914,236
2017-02-01,51,PERSONAL CARE,645.0,10
2017-02-01,51,PRODUCE,9075.552,223
2017-02-01,52,PERSONAL CARE,0.0,0
2017-02-01,52,PRODUCE,0.0,0
2017-02-01,53,PERSONAL CARE,430.0,8
2017-02-01,53,PRODUCE,4307.195,174
2017-02-01,54,PERSONAL CARE,246.0,6
2017-02-01,54,PRODUCE,664.506,2
2017-02-01,6,PERSONAL CARE,468.0,8
2017-02-01,6,PRODUCE,4213.368,183
2017-02-01,7,PERSONAL CARE,350.0,10
2017-02-01,7,PRODUCE,8294.7,238
2017-02-01,8,PERSONAL CARE,473.0,9
2017-02-01,8,PRODUCE,7764.494,247
2017-02-01,9,PERSONAL CARE,690.0,10
2017-02-01,9,PRODUCE,1923.549,2
2017-02-02,1,PERSONAL CARE,326.0,5
2017-02-02,1,PRODUCE,2643.706,4
2017-02-02,10,PERSONAL CARE,219.0,8
2017-02-02,10,PRODUCE,211.713,2
2017-02-02,11,PERSONAL CARE,572.0,10
2017-02-02,11,PRODUCE,1147.259,2
2017-02-02,12,PERSONAL CARE,169.0,7
2017-02-02,12,PRODUCE,339.117,2
2017-02-02,13,PERSONAL CARE,220.0,5
2017-02-02,13,PRODUCE,206.845,2
2017-02-02,14,PERSONAL CARE,226.0,7
2017-02-02,14,PRODUCE,347.534,3
2017-02-02,15,PERSONAL CARE,201.0,9
2017-02-02,15,PRODUCE,598.548,3
2017-02-02,16,PERSONAL CARE,127.0,7
2017-02-02,16,PRODUCE,436.697,2
2017-02-02,17,PERSONAL CARE,301.0,9
2017-02-02,17,PRODUCE,1329.582,3
2017-02-02,18,PERSONAL CARE,192.0,9
2017-02-02,18,PRODUCE,1546.545,3
2017-02-02,19,PERSONAL CARE,152.0,7
2017-02-02,19,PRODUCE,349.832,2
2017-02-02,2,PERSONAL CARE,311.0,9
2017-02-02,2,PRODUCE,2176.395,4
2017-02-02,20,PERSONAL CARE,420.0,10
2017-02-02,20,PRODUCE,839.902,4
2017-02-02,21,PERSONAL CARE,329.0,8
2017-02-02,21,PRODUCE,1131.775,3
2017-02-02,22,PERSONAL CARE,138.0,4
2017-02-02,22,PRODUCE,401.508,3
2017-02-02,23,PERSONAL CARE,259.0,9
2017-02-02,23,PRODUCE,1062.188,4
2017-02-02,24,PERSONAL CARE,393.0,7
2017-02-02,24,PRODUCE,3640.115,4
2017-02-02,25,PERSONAL CARE,122.0,6
2017-02-02,25,PRODUCE,1327.041,4
2017-02-02,26,PERSONAL CARE,246.0,3
2017-02-02,26,PRODUCE,486.519,3
2017-02-02,27,PERSONAL CARE,257.0,9
2017-02-02,27,PRODUCE,2455.885,4
2017-02-02,28,PERSONAL CARE,351.0,7
2017-02-02,28,PRODUCE,1260.55,3
2017-02-02,29,PERSONAL CARE,293.0,9
2017-02-02,29,PRODUCE,1165.484,3
2017-02-02,3,PERSONAL CARE,482.0,10
2017-02-02,3,PRODUCE,6522.057,4
2017-02-02,30,PERSONAL CARE,103.0,7
2017-02-02,30,PRODUCE,540.191,3
2017-02-02,31,PERSONAL CARE,364.0,10
2017-02-02,31,PRODUCE,1215.498,4
2017-02-02,32,PERSONAL CARE,149.0,7
2017-02-02,32,PRODUCE,129.124,2
2017-02-02,33,PERSONAL CARE,281.0,6
2017-02-02,33,PRODUCE,1184.762,2
2017-02-02,34,PERSONAL CARE,340.0,8
2017-02-02,34,PRODUCE,778.42,3
2017-02-02,35,PERSONAL CARE,149.0,8
2017-02-02,35,PRODUCE,374.625,2
2017-02-02,36,PERSONAL CARE,327.0,8
2017-02-02,36,PRODUCE,1346.135,3
2017-02-02,37,PERSONAL CARE,266.0,9
2017-02-02,37,PRODUCE,2510.914,4
2017-02-02,38,PERSONAL CARE,361.0,11
2017-02-02,38,PRODUCE,1569.734,4
2017-02-02,39,PERSONAL CARE,331.0,9
2017-02-02,39,PRODUCE,1503.882,3
2017-02-02,4,PERSONAL CARE,230.0,6
2017-02-02,4,PRODUCE,1984.099,4
2017-02-02,40,PERSONAL CARE,342.0,9
2017-02-02,40,PRODUCE,1221.171,3
2017-02-02,41,PERSONAL CARE,425.0,8
2017-02-02,41,PRODUCE,1712.502,4
2017-02-02,42,PERSONAL CARE,288.0,8
2017-02-02,42,PRODUCE,2474.318,4
2017-02-02,43,PERSONAL CARE,340.0,7
2017-02-02,43,PRODUCE,1231.224,3
2017-02-02,44,PERSONAL CARE,597.0,10
2017-02-02,44,PRODUCE,8112.031,4
2017-02-02,45,PERSONAL CARE,707.0,8
2017-02-02,45,PRODUCE,5060.51,4
2017-02-02,46,PERSONAL CARE,832.0,10
2017-02-02,46,PRODUCE,2371.677,4
2017-02-02,47,PERSONAL CARE,840.0,11
2017-02-02,47,PRODUCE,4963.518,4
2017-02-02,48,PERSONAL CARE,1161.0,12
2017-02-02,48,PRODUCE,1792.1641,4
2017-02-02,49,PERSONAL CARE,536.0,10
2017-02-02,49,PRODUCE,6660.4907,4
2017-02-02,5,PERSONAL CARE,311.0,11
2017-02-02,5,PRODUCE,1321.301,3
2017-02-02,50,PERSONAL CARE,498.0,8
2017-02-02,50,PRODUCE,2021.33,4
2017-02-02,51,PERSONAL CARE,243.0,9
2017-02-02,51,PRODUCE,4872.235,4
2017-02-02,52,PERSONAL CARE,0.0,0
2017-02-02,52,PRODUCE,0.0,0
2017-02-02,53,PERSONAL CARE,254.0,7
2017-02-02,53,PRODUCE,1629.069,4
2017-02-02,54,PERSONAL CARE,182.0,10
2017-02-02,54,PRODUCE,628.259,2
2017-02-02,6,PERSONAL CARE,344.0,7
2017-02-02,6,PRODUCE,2458.265,3
2017-02-02,7,PERSONAL CARE,268.0,8
2017-02-02,7,PRODUCE,5093.131,4
2017-02-02,8,PERSONAL CARE,356.0,8
2017-02-02,8,PRODUCE,3588.294,3
2017-02-02,9,PERSONAL CARE,583.0,10
2017-02-02,9,PRODUCE,1574.695,2
2017-02-03,1,PERSONAL CARE,169.0,5
2017-02-03,1,PRODUCE,2597.751,4
2017-02-03,10,PERSONAL CARE,152.0,6
2017-02-03,10,PRODUCE,178.998,2
2017-02-03,11,PERSONAL CARE,412.0,8
2017-02-03,11,PRODUCE,1160.539,2
2017-02-03,12,PERSONAL CARE,166.0,9
2017-02-03,12,PRODUCE,360.734,2
2017-02-03,13,PERSONAL CARE,275.0,5
2017-02-03,13,PRODUCE,194.211,2
2017-02-03,14,PERSONAL CARE,369.0,8
2017-02-03,14,PRODUCE,401.911,3
2017-02-03,15,PERSONAL CARE,233.0,9
2017-02-03,15,PRODUCE,547.83,3
2017-02-03,16,PERSONAL CARE,132.0,7
2017-02-03,16,PRODUCE,479.345,2
2017-02-03,17,PERSONAL CARE,295.0,9
2017-02-03,17,PRODUCE,1270.1119,2
2017-02-03,18,PERSONAL CARE,146.0,8
2017-02-03,18,PRODUCE,1470.026,3
2017-02-03,19,PERSONAL CARE,135.0,8
2017-02-03,19,PRODUCE,351.304,2
2017-02-03,2,PERSONAL CARE,420.0,8
2017-02-03,2,PRODUCE,2254.729,4
2017-02-03,20,PERSONAL CARE,327.0,10
2017-02-03,20,PRODUCE,804.629,3
2017-02-03,21,PERSONAL CARE,260.0,8
2017-02-03,21,PRODUCE,976.738,3
2017-02-03,22,PERSONAL CARE,160.0,6
2017-02-03,22,PRODUCE,377.693,3
2017-02-03,23,PERSONAL CARE,160.0,6
2017-02-03,23,PRODUCE,1378.467,4
2017-02-03,24,PERSONAL CARE,317.0,4
2017-02-03,24,PRODUCE,4128.044,4
2017-02-03,25,PERSONAL CARE,170.0,4
2017-02-03,25,PRODUCE,2699.776,4
2017-02-03,26,PERSONAL CARE,169.0,5
2017-02-03,26,PRODUCE,494.277,4
2017-02-03,27,PERSONAL CARE,344.0,5
2017-02-03,27,PRODUCE,2395.756,4
2017-02-03,28,PERSONAL CARE,220.0,7
2017-02-03,28,PRODUCE,1082.061,3
2017-02-03,29,PERSONAL CARE,359.0,8
2017-02-03,29,PRODUCE,907.719,3
2017-02-03,3,PERSONAL CARE,601.0,11
2017-02-03,3,PRODUCE,7979.066,4
2017-02-03,30,PERSONAL CARE,72.0,5
2017-02-03,30,PRODUCE,413.902,3
2017-02-03,31,PERSONAL CARE,302.0,9
2017-02-03,31,PRODUCE,1068.701,2
2017-02-03,32,PERSONAL CARE,135.0,6
2017-02-03,32,PRODUCE,198.843,2
2017-02-03,33,PERSONAL CARE,236.0,6
2017-02-03,33,PRODUCE,1149.764,2
2017-02-03,34,PERSONAL CARE,281.0,9
2017-02-03,34,PRODUCE,647.555,3
2017-02-03,35,PERSONAL CARE,71.0,4
2017-02-03,35,PRODUCE,282.88,1
2017-02-03,36,PERSONAL CARE,292.0,7
2017-02-03,36,PRODUCE,1167.0079,3
2017-02-03,37,PERSONAL CARE,260.0,5
2017-02-03,37,PRODUCE,3087.832,4
2017-02-03,38,PERSONAL CARE,372.0,7
2017-02-03,38,PRODUCE,1717.138,4
2017-02-03,39,PERSONAL CARE,358.0,10
2017-02-03,39,PRODUCE,1639.505,3
2017-02-03,4,PERSONAL CARE,290.0,8
2017-02-03,4,PRODUCE,2560.908,4
2017-02-03,40,PERSONAL CARE,376.0,8
2017-02-03,40,PRODUCE,1163.212,3
2017-02-03,41,PERSONAL CARE,316.0,10
2017-02-03,41,PRODUCE,1931.978,4
2017-02-03,42,PERSONAL CARE,248.0,5
2017-02-03,42,PRODUCE,2655.729,4
2017-02-03,43,PERSONAL CARE,277.0,7
2017-02-03,43,PRODUCE,978.933,3
2017-02-03,44,PERSONAL CARE,654.0,10
2017-02-03,44,PRODUCE,9762.6,4
2017-02-03,45,PERSONAL CARE,885.0,9
2017-02-03,45,PRODUCE,6495.322,4
2017-02-03,46,PERSONAL CARE,891.0,12
2017-02-03,46,PRODUCE,2921.083,4
2017-02-03,47,PERSONAL CARE,909.0,12
2017-02-03,47,PRODUCE,5523.873,4
2017-02-03,48,PERSONAL CARE,946.0,12
2017-02-03,48,PRODUCE,1960.174,3
2017-02-03,49,PERSONAL CARE,528.0,10
2017-02-03,49,PRODUCE,8213.739,4
2017-02-03,5,PERSONAL CARE,255.0,7
2017-02-03,5,PRODUCE,1560.531,4
2017-02-03,50,PERSONAL CARE,493.0,9
2017-02-03,50,PRODUCE,2131.021,4
2017-02-03,51,PERSONAL CARE,264.0,8
2017-02-03,51,PRODUCE,5279.294,4
2017-02-03,52,PERSONAL CARE,0.0,0
2017-02-03,52,PRODUCE,0.0,0
2017-02-03,53,PERSONAL CARE,279.0,7
2017-02-03,53,PRODUCE,2099.642,4
2017-02-03,54,PERSONAL CARE,224.0,9
2017-02-03,54,PRODUCE,701.626,2
2017-02-03,6,PERSONAL CARE,330.0,7
2017-02-03,6,PRODUCE,2496.557,3
2017-02-03,7,PERSONAL CARE,270.0,7
2017-02-03,7,PRODUCE,5373.543,4
2017-02-03,8,PERSONAL CARE,366.0,9
2017-02-03,8,PRODUCE,4401.751,3
2017-02-03,9,PERSONAL CARE,433.0,10
2017-02-03,9,PRODUCE,1383.497,1
2017-02-04,1,PERSONAL CARE,177.0,5
2017-02-04,1,PRODUCE,2720.346,4
2017-02-04,10,PERSONAL CARE,306.0,6
2017-02-04,10,PRODUCE,225.908,2
2017-02-04,11,PERSONAL CARE,814.0,9
2017-02-04,11,PRODUCE,1583.141,2
2017-02-04,12,PERSONAL CARE,241.0,8
2017-02-04,12,PRODUCE,406.98,2
2017-02-04,13,PERSONAL CARE,390.0,5
2017-02-04,13,PRODUCE,210.861,2
2017-02-04,14,PERSONAL CARE,547.0,9
2017-02-04,14,PRODUCE,563.244,2
2017-02-04,15,PERSONAL CARE,238.0,8
2017-02-04,15,PRODUCE,756.58203,3
2017-02-04,16,PERSONAL CARE,166.0,7
2017-02-04,16,PRODUCE,507.643,1
2017-02-04,17,PERSONAL CARE,465.0,9
2017-02-04,17,PRODUCE,1630.088,2
2017-02-04,18,PERSONAL CARE,286.0,11
2017-02-04,18,PRODUCE,2387.293,3
2017-02-04,19,PERSONAL CARE,386.0,9
2017-02-04,19,PRODUCE,547.89,2
2017-02-04,2,PERSONAL CARE,384.0,8
2017-02-04,2,PRODUCE,3179.167,4
